LocusID	GOterm	GOdesc	Ontology
Solyc08g076570	GO:0006506	GPI anchor biosynthetic process	BP
Solyc08g076590	GO:0003700	DNA-binding transcription factor activity	MF
Solyc08g076590	GO:0005634	nucleus	CC
Solyc08g076590	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g076590	GO:0043565	sequence-specific DNA binding	MF
Solyc08g076610	GO:0000077	DNA damage checkpoint signaling	BP
Solyc08g076610	GO:0005634	nucleus	CC
Solyc08g076650	GO:0003824	catalytic activity	MF
Solyc08g076650	GO:0005992	trehalose biosynthetic process	BP
Solyc08g076660	GO:0003676	nucleic acid binding	MF
Solyc08g076760	GO:0003676	nucleic acid binding	MF
Solyc08g076760	GO:0004523	RNA-DNA hybrid ribonuclease activity	MF
Solyc08g076790	GO:0003824	catalytic activity	MF
Solyc08g076790	GO:0050662	(OBSOLETE) coenzyme binding	
Solyc08g076810	GO:0006506	GPI anchor biosynthetic process	BP
Solyc08g076810	GO:0016021	integral component of membrane	CC
Solyc08g076810	GO:0016746	acyltransferase activity	MF
Solyc08g076820	GO:0046983	protein dimerization activity	MF
Solyc08g076840	GO:0003676	nucleic acid binding	MF
Solyc08g076850	GO:0016021	integral component of membrane	CC
Solyc08g076910	GO:0016579	protein deubiquitination	BP
Solyc08g076910	GO:0036459	GO:0036459	
Solyc08g076920	GO:0005096	GTPase activator activity	MF
Solyc08g076930	GO:0046983	protein dimerization activity	MF
Solyc08g076970	GO:0016787	hydrolase activity	MF
Solyc08g076980	GO:0016787	hydrolase activity	MF
Solyc08g076990	GO:0016787	hydrolase activity	MF
Solyc08g077020	GO:0009733	response to auxin	BP
Solyc08g077050	GO:0009055	electron transfer activity	MF
Solyc08g077050	GO:0051536	iron-sulfur cluster binding	MF
Solyc08g077080	GO:0016758	hexosyltransferase activity	MF
Solyc08g077110	GO:0003677	DNA binding	MF
Solyc08g077110	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g077150	GO:0003824	catalytic activity	MF
Solyc08g077170	GO:0016020	membrane	CC
Solyc08g077170	GO:0022857	transmembrane transporter activity	MF
Solyc08g077170	GO:0055085	transmembrane transport	BP
Solyc08g077180	GO:0000287	magnesium ion binding	MF
Solyc08g077180	GO:0004743	pyruvate kinase activity	MF
Solyc08g077180	GO:0006096	glycolytic process	BP
Solyc08g077180	GO:0030955	potassium ion binding	MF
Solyc08g077200	GO:0000287	magnesium ion binding	MF
Solyc08g077200	GO:0004749	ribose phosphate diphosphokinase activity	MF
Solyc08g077200	GO:0009165	nucleotide biosynthetic process	BP
Solyc08g077220	GO:0016021	integral component of membrane	CC
Solyc08g077230	GO:0000160	phosphorelay signal transduction system	BP
Solyc08g077240	GO:0008168	methyltransferase activity	MF
Solyc08g077270	GO:0016868	"intramolecular transferase activity	 phosphotransferases"	MF
Solyc08g077270	GO:0071704	organic substance metabolic process	BP
Solyc08g077310	GO:0003676	nucleic acid binding	MF
Solyc08g077360	GO:0005525	GTP binding	MF
Solyc08g077385	GO:0006397	mRNA processing	BP
Solyc08g077400	GO:0004857	enzyme inhibitor activity	MF
Solyc08g077420	GO:0003677	DNA binding	MF
Solyc08g077420	GO:0005524	ATP binding	MF
Solyc08g077420	GO:0016787	hydrolase activity	MF
Solyc08g077440	GO:0005524	ATP binding	MF
Solyc08g077510	GO:0004521	RNA endonuclease activity	MF
Solyc08g077520	GO:0000776	kinetochore	CC
Solyc08g077520	GO:0034508	centromere complex assembly	BP
Solyc08g077530	GO:0000272	polysaccharide catabolic process	BP
Solyc08g077530	GO:0016161	beta-amylase activity	MF
Solyc08g077560	GO:0004672	protein kinase activity	MF
Solyc08g077560	GO:0006468	protein phosphorylation	BP
Solyc08g077590	GO:0005524	ATP binding	MF
Solyc08g077600	GO:0005524	ATP binding	MF
Solyc08g077610	GO:0005524	ATP binding	MF
Solyc08g077620	GO:0005515	protein binding	MF
Solyc08g077630	GO:0004672	protein kinase activity	MF
Solyc08g077630	GO:0005524	ATP binding	MF
Solyc08g077630	GO:0006468	protein phosphorylation	BP
Solyc08g077670	GO:0005524	ATP binding	MF
Solyc08g077680	GO:0003779	actin binding	MF
Solyc08g077690	GO:0005524	ATP binding	MF
Solyc08g077700	GO:0003723	RNA binding	MF
Solyc08g077700	GO:0005515	protein binding	MF
Solyc08g077710	GO:0003735	structural constituent of ribosome	MF
Solyc08g077710	GO:0005622	intracellular anatomical structure	CC
Solyc08g077710	GO:0005840	ribosome	CC
Solyc08g077710	GO:0006412	translation	BP
Solyc08g077720	GO:0003735	structural constituent of ribosome	MF
Solyc08g077720	GO:0005622	intracellular anatomical structure	CC
Solyc08g077720	GO:0005840	ribosome	CC
Solyc08g077720	GO:0006412	translation	BP
Solyc08g077740	GO:0005515	protein binding	MF
Solyc08g077770	GO:0005509	calcium ion binding	MF
Solyc08g077780	GO:0004672	protein kinase activity	MF
Solyc08g077780	GO:0005524	ATP binding	MF
Solyc08g077780	GO:0006468	protein phosphorylation	BP
Solyc08g077790	GO:0000413	protein peptidyl-prolyl isomerization	BP
Solyc08g077790	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	MF
Solyc08g077820	GO:0016020	membrane	CC
Solyc08g077820	GO:0022857	transmembrane transporter activity	MF
Solyc08g077820	GO:0055085	transmembrane transport	BP
Solyc08g077850	GO:0003723	RNA binding	MF
Solyc08g077850	GO:0006396	RNA processing	BP
Solyc08g077850	GO:0008173	RNA methyltransferase activity	MF
Solyc08g077860	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g077860	GO:0006508	proteolysis	BP
Solyc08g077920	GO:0016616	"oxidoreductase activity	 acting on the CH-OH group of donors	 NAD or NADP as acceptor"	MF
Solyc08g077920	GO:0055114	oxidoreductase process	MF
Solyc08g077930	GO:0016616	"oxidoreductase activity	 acting on the CH-OH group of donors	 NAD or NADP as acceptor"	MF
Solyc08g077930	GO:0055114	oxidoreductase process	MF
Solyc08g077940	GO:0005515	protein binding	MF
Solyc08g077960	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g077960	GO:0008270	zinc ion binding	MF
Solyc08g077960	GO:0043565	sequence-specific DNA binding	MF
Solyc08g077990	GO:0004672	protein kinase activity	MF
Solyc08g077990	GO:0005524	ATP binding	MF
Solyc08g077990	GO:0006468	protein phosphorylation	BP
Solyc08g078010	GO:0003735	structural constituent of ribosome	MF
Solyc08g078010	GO:0005622	intracellular anatomical structure	CC
Solyc08g078010	GO:0005840	ribosome	CC
Solyc08g078010	GO:0006412	translation	BP
Solyc08g078040	GO:0071949	FAD binding	MF
Solyc08g078070	GO:0003924	GTPase activity	MF
Solyc08g078070	GO:0005525	GTP binding	MF
Solyc08g078080	GO:0008270	zinc ion binding	MF
Solyc08g078090	GO:0006629	lipid metabolic process	BP
Solyc08g078100	GO:0016020	membrane	CC
Solyc08g078100	GO:0022857	transmembrane transporter activity	MF
Solyc08g078100	GO:0055085	transmembrane transport	BP
Solyc08g078130	GO:0003824	catalytic activity	MF
Solyc08g078140	GO:0004843	cysteine-type deubiquitinase activity	MF
Solyc08g078140	GO:0005622	intracellular anatomical structure	CC
Solyc08g078140	GO:0006511	ubiquitin-dependent protein catabolic process	BP
Solyc08g078160	GO:0012511	monolayer-surrounded lipid storage body	CC
Solyc08g078160	GO:0016021	integral component of membrane	CC
Solyc08g078170	GO:0003700	DNA-binding transcription factor activity	MF
Solyc08g078170	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g078180	GO:0003700	DNA-binding transcription factor activity	MF
Solyc08g078180	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g078210	GO:0016787	hydrolase activity	MF
Solyc08g078250	GO:0098599	palmitoyl hydrolase activity	MF
Solyc08g078260	GO:0098599	palmitoyl hydrolase activity	MF
Solyc08g078270	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	MF
Solyc08g078270	GO:0016311	dephosphorylation	BP
Solyc08g078300	GO:0003677	DNA binding	MF
Solyc08g078330	GO:0016491	oxidoreductase activity	MF
Solyc08g078330	GO:0055114	oxidoreductase process	MF
Solyc08g078400	GO:0003997	acyl-CoA oxidase activity	MF
Solyc08g078400	GO:0005777	peroxisome	CC
Solyc08g078400	GO:0006635	fatty acid beta-oxidation	BP
Solyc08g078440	GO:0050290	sphingomyelin phosphodiesterase D activity	MF
Solyc08g078450	GO:0006486	protein glycosylation	BP
Solyc08g078450	GO:0016757	glycosyltransferase activity	MF
Solyc08g078460	GO:0016491	oxidoreductase activity	MF
Solyc08g078470	GO:0005515	protein binding	MF
Solyc08g078550	GO:0004222	metalloendopeptidase activity	MF
Solyc08g078550	GO:0006508	proteolysis	BP
Solyc08g078550	GO:0008270	zinc ion binding	MF
Solyc08g078550	GO:0031012	extracellular matrix	CC
Solyc08g078580	GO:0016020	membrane	CC
Solyc08g078580	GO:0016021	integral component of membrane	CC
Solyc08g078600	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	MF
Solyc08g078600	GO:0005634	nucleus	CC
Solyc08g078600	GO:0006351	DNA-templated transcription	BP
Solyc08g078620	GO:0003676	nucleic acid binding	MF
Solyc08g078620	GO:0006139	nucleobase-containing compound metabolic process	BP
Solyc08g078620	GO:0008408	3'-5' exonuclease activity	MF
Solyc08g078640	GO:0030599	pectinesterase activity	MF
Solyc08g078640	GO:0042545	cell wall modification	BP
Solyc08g078650	GO:0006486	protein glycosylation	BP
Solyc08g078650	GO:0016757	glycosyltransferase activity	MF
Solyc08g078730	GO:0030001	metal ion transport	BP
Solyc08g078730	GO:0046872	metal ion binding	MF
Solyc08g078850	GO:0016491	oxidoreductase activity	MF
Solyc08g078850	GO:0055114	oxidoreductase process	MF
Solyc08g078880	GO:0006812	monoatomic cation transport	BP
Solyc08g078880	GO:0015299	GO:0015299	MF
Solyc08g078880	GO:0016021	integral component of membrane	CC
Solyc08g078880	GO:0055085	transmembrane transport	BP
Solyc08g078950	GO:0016020	membrane	CC
Solyc08g078950	GO:0022857	transmembrane transporter activity	MF
Solyc08g078950	GO:0055085	transmembrane transport	BP
Solyc08g079020	GO:0009116	nucleoside metabolic process	BP
Solyc08g079040	GO:0006486	protein glycosylation	BP
Solyc08g079040	GO:0016757	glycosyltransferase activity	MF
Solyc08g079050	GO:0006351	DNA-templated transcription	BP
Solyc08g079050	GO:0043565	sequence-specific DNA binding	MF
Solyc08g079060	GO:0003824	catalytic activity	MF
Solyc08g079060	GO:0005992	trehalose biosynthetic process	BP
Solyc08g079090	GO:0005507	copper ion binding	MF
Solyc08g079090	GO:0016491	oxidoreductase activity	MF
Solyc08g079090	GO:0055114	oxidoreductase process	MF
Solyc08g079100	GO:0007275	multicellular organism development	BP
Solyc08g079120	GO:0003677	DNA binding	MF
Solyc08g079120	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g079130	GO:0009733	response to auxin	BP
Solyc08g079140	GO:0009733	response to auxin	BP
Solyc08g079150	GO:0009733	response to auxin	BP
Solyc08g079160	GO:0006508	proteolysis	BP
Solyc08g079160	GO:0008233	peptidase activity	MF
Solyc08g079170	GO:0005515	protein binding	MF
Solyc08g079180	GO:0003924	GTPase activity	MF
Solyc08g079180	GO:0005525	GTP binding	MF
Solyc08g079235	GO:0004857	enzyme inhibitor activity	MF
Solyc08g079260	GO:0005515	protein binding	MF
Solyc08g079280	GO:0005506	iron ion binding	MF
Solyc08g079280	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079280	GO:0020037	heme binding	MF
Solyc08g079280	GO:0055114	oxidoreductase process	MF
Solyc08g079285	GO:0005506	iron ion binding	MF
Solyc08g079285	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079285	GO:0020037	heme binding	MF
Solyc08g079285	GO:0055114	oxidoreductase process	MF
Solyc08g079300	GO:0005506	iron ion binding	MF
Solyc08g079300	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079300	GO:0020037	heme binding	MF
Solyc08g079300	GO:0055114	oxidoreductase process	MF
Solyc08g079310	GO:0005506	iron ion binding	MF
Solyc08g079310	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079310	GO:0020037	heme binding	MF
Solyc08g079310	GO:0055114	oxidoreductase process	MF
Solyc08g079315	GO:0005506	iron ion binding	MF
Solyc08g079315	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079315	GO:0020037	heme binding	MF
Solyc08g079315	GO:0055114	oxidoreductase process	MF
Solyc08g079330	GO:0005506	iron ion binding	MF
Solyc08g079330	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079330	GO:0020037	heme binding	MF
Solyc08g079330	GO:0055114	oxidoreductase process	MF
Solyc08g079350	GO:0005506	iron ion binding	MF
Solyc08g079350	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079350	GO:0020037	heme binding	MF
Solyc08g079350	GO:0055114	oxidoreductase process	MF
Solyc08g079370	GO:0005506	iron ion binding	MF
Solyc08g079370	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079370	GO:0020037	heme binding	MF
Solyc08g079370	GO:0055114	oxidoreductase process	MF
Solyc08g079420	GO:0005506	iron ion binding	MF
Solyc08g079420	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g079420	GO:0020037	heme binding	MF
Solyc08g079420	GO:0055114	oxidoreductase process	MF
Solyc08g079430	GO:0005507	copper ion binding	MF
Solyc08g079430	GO:0008131	primary amine oxidase activity	MF
Solyc08g079430	GO:0009308	amine metabolic process	BP
Solyc08g079430	GO:0048038	quinone binding	MF
Solyc08g079430	GO:0055114	oxidoreductase process	MF
Solyc08g079460	GO:0004672	protein kinase activity	MF
Solyc08g079460	GO:0006468	protein phosphorylation	BP
Solyc08g079490	GO:0003747	translation release factor activity	MF
Solyc08g079490	GO:0006415	translational termination	BP
Solyc08g079520	GO:0006904	vesicle docking involved in exocytosis	BP
Solyc08g079520	GO:0016192	vesicle-mediated transport	BP
Solyc08g079570	GO:0005506	iron ion binding	MF
Solyc08g079570	GO:0008610	lipid biosynthetic process	BP
Solyc08g079570	GO:0016491	oxidoreductase activity	MF
Solyc08g079570	GO:0055114	oxidoreductase process	MF
Solyc08g079610	GO:0000439	transcription factor TFIIH core complex	CC
Solyc08g079610	GO:0006289	nucleotide-excision repair	BP
Solyc08g079610	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g079700	GO:0008270	zinc ion binding	MF
Solyc08g079710	GO:0005515	protein binding	MF
Solyc08g079730	GO:0006855	xenobiotic transmembrane transport	BP
Solyc08g079730	GO:0015238	xenobiotic transmembrane transporter activity	MF
Solyc08g079730	GO:0015297	antiporter activity	MF
Solyc08g079730	GO:0016020	membrane	CC
Solyc08g079730	GO:0055085	transmembrane transport	BP
Solyc08g079740	GO:0004672	protein kinase activity	MF
Solyc08g079740	GO:0006468	protein phosphorylation	BP
Solyc08g079750	GO:0009058	biosynthetic process	BP
Solyc08g079750	GO:0030170	pyridoxal phosphate binding	MF
Solyc08g079770	GO:0016021	integral component of membrane	CC
Solyc08g079770	GO:0055085	transmembrane transport	BP
Solyc08g079780	GO:0009055	electron transfer activity	MF
Solyc08g079800	GO:0005524	ATP binding	MF
Solyc08g079800	GO:0005634	nucleus	CC
Solyc08g079800	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g079820	GO:0016787	hydrolase activity	MF
Solyc08g079840	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079840	GO:0006508	proteolysis	BP
Solyc08g079850	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079850	GO:0006508	proteolysis	BP
Solyc08g079860	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079860	GO:0006508	proteolysis	BP
Solyc08g079870	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079870	GO:0006508	proteolysis	BP
Solyc08g079880	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079880	GO:0006508	proteolysis	BP
Solyc08g079890	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079890	GO:0006508	proteolysis	BP
Solyc08g079900	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079900	GO:0006508	proteolysis	BP
Solyc08g079910	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079910	GO:0006508	proteolysis	BP
Solyc08g079920	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079920	GO:0006508	proteolysis	BP
Solyc08g079930	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079930	GO:0006508	proteolysis	BP
Solyc08g079950	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079950	GO:0006508	proteolysis	BP
Solyc08g079960	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079960	GO:0006508	proteolysis	BP
Solyc08g079970	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079970	GO:0006508	proteolysis	BP
Solyc08g079980	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079980	GO:0006508	proteolysis	BP
Solyc08g079990	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g079990	GO:0006508	proteolysis	BP
Solyc08g080010	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g080010	GO:0006508	proteolysis	BP
Solyc08g080020	GO:0004867	serine-type endopeptidase inhibitor activity	MF
Solyc08g080020	GO:0009611	response to wounding	BP
Solyc08g080030	GO:0016616	"oxidoreductase activity	 acting on the CH-OH group of donors	 NAD or NADP as acceptor"	MF
Solyc08g080030	GO:0051287	NAD binding	MF
Solyc08g080030	GO:0055114	oxidoreductase process	MF
Solyc08g080040	GO:0016491	oxidoreductase activity	MF
Solyc08g080040	GO:0055114	oxidoreductase process	MF
Solyc08g080120	GO:0003677	DNA binding	MF
Solyc08g080120	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g080130	GO:0003824	catalytic activity	MF
Solyc08g080170	GO:0004421	hydroxymethylglutaryl-CoA synthase activity	MF
Solyc08g080170	GO:0008299	isoprenoid biosynthetic process	BP
Solyc08g080200	GO:0016021	integral component of membrane	CC
Solyc08g080200	GO:0055085	transmembrane transport	BP
Solyc08g080250	GO:0003723	RNA binding	MF
Solyc08g080260	GO:0046907	intracellular transport	BP
Solyc08g080270	GO:0055085	transmembrane transport	BP
Solyc08g080300	GO:0016021	integral component of membrane	CC
Solyc08g080300	GO:0022857	transmembrane transporter activity	MF
Solyc08g080300	GO:0055085	transmembrane transport	BP
Solyc08g080320	GO:0051087	chaperone binding	MF
Solyc08g080370	GO:0008483	transaminase activity	MF
Solyc08g080370	GO:0030170	pyridoxal phosphate binding	MF
Solyc08g080380	GO:0005506	iron ion binding	MF
Solyc08g080380	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g080380	GO:0020037	heme binding	MF
Solyc08g080380	GO:0055114	oxidoreductase process	MF
Solyc08g080390	GO:0005506	iron ion binding	MF
Solyc08g080390	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g080390	GO:0020037	heme binding	MF
Solyc08g080390	GO:0055114	oxidoreductase process	MF
Solyc08g080410	GO:0005515	protein binding	MF
Solyc08g080420	GO:0016021	integral component of membrane	CC
Solyc08g080420	GO:0016255	attachment of GPI anchor to protein	BP
Solyc08g080420	GO:0042765	GPI-anchor transamidase complex	CC
Solyc08g080430	GO:0005506	iron ion binding	MF
Solyc08g080430	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g080430	GO:0020037	heme binding	MF
Solyc08g080430	GO:0055114	oxidoreductase process	MF
Solyc08g080470	GO:0005515	protein binding	MF
Solyc08g080500	GO:0004252	serine-type endopeptidase activity	MF
Solyc08g080500	GO:0016021	integral component of membrane	CC
Solyc08g080510	GO:0005524	ATP binding	MF
Solyc08g080540	GO:0003700	DNA-binding transcription factor activity	MF
Solyc08g080540	GO:0005634	nucleus	CC
Solyc08g080540	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g080540	GO:0043565	sequence-specific DNA binding	MF
Solyc08g080550	GO:0003676	nucleic acid binding	MF
Solyc08g080550	GO:0005524	ATP binding	MF
Solyc08g080630	GO:0004867	serine-type endopeptidase inhibitor activity	MF
Solyc08g080630	GO:0009611	response to wounding	BP
Solyc08g080690	GO:0003677	DNA binding	MF
Solyc08g080690	GO:0005634	nucleus	CC
Solyc08g080730	GO:0016021	integral component of membrane	CC
Solyc08g080830	GO:0004672	protein kinase activity	MF
Solyc08g080830	GO:0006468	protein phosphorylation	BP
Solyc08g080890	GO:0030001	metal ion transport	BP
Solyc08g080890	GO:0046872	metal ion binding	MF
Solyc08g080900	GO:0005515	protein binding	MF
Solyc08g080910	GO:0005515	protein binding	MF
Solyc08g080920	GO:0003824	catalytic activity	MF
Solyc08g080930	GO:0006486	protein glycosylation	BP
Solyc08g080930	GO:0016757	glycosyltransferase activity	MF
Solyc08g080940	GO:0004602	glutathione peroxidase activity	MF
Solyc08g080940	GO:0006979	response to oxidative stress	BP
Solyc08g080940	GO:0055114	oxidoreductase process	MF
Solyc08g081000	GO:0003677	DNA binding	MF
Solyc08g081010	GO:0004357	glutamate-cysteine ligase activity	MF
Solyc08g081010	GO:0042398	cellular modified amino acid biosynthetic process	BP
Solyc08g081050	GO:0003682	chromatin binding	MF
Solyc08g081090	GO:0016021	integral component of membrane	CC
Solyc08g081090	GO:0022857	transmembrane transporter activity	MF
Solyc08g081090	GO:0055085	transmembrane transport	BP
Solyc08g081120	GO:0008017	microtubule binding	MF
Solyc08g081140	GO:0046983	protein dimerization activity	MF
Solyc08g081150	GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	MF
Solyc08g081150	GO:0005524	ATP binding	MF
Solyc08g081150	GO:0006164	purine nucleotide biosynthetic process	BP
Solyc08g081150	GO:0006177	GMP biosynthetic process	BP
Solyc08g081180	GO:0004190	aspartic-type endopeptidase activity	MF
Solyc08g081180	GO:0016021	integral component of membrane	CC
Solyc08g081190	GO:0015267	channel activity	MF
Solyc08g081190	GO:0016020	membrane	CC
Solyc08g081190	GO:0055085	transmembrane transport	BP
Solyc08g081210	GO:0004672	protein kinase activity	MF
Solyc08g081210	GO:0005524	ATP binding	MF
Solyc08g081210	GO:0006468	protein phosphorylation	BP
Solyc08g081220	GO:0005506	iron ion binding	MF
Solyc08g081220	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc08g081220	GO:0020037	heme binding	MF
Solyc08g081220	GO:0055114	oxidoreductase process	MF
Solyc08g081230	GO:0051260	protein homooligomerization	BP
Solyc08g081250	GO:0008237	metallopeptidase activity	MF
Solyc08g081250	GO:0008270	zinc ion binding	MF
Solyc08g081260	GO:0043531	ADP binding	MF
Solyc08g081280	GO:0004672	protein kinase activity	MF
Solyc08g081280	GO:0005524	ATP binding	MF
Solyc08g081280	GO:0006468	protein phosphorylation	BP
Solyc08g081290	GO:0003677	DNA binding	MF
Solyc08g081310	GO:0005515	protein binding	MF
Solyc08g081320	GO:0006886	intracellular protein transport	BP
Solyc08g081320	GO:0016192	vesicle-mediated transport	BP
Solyc08g081320	GO:0030117	membrane coat	CC
Solyc08g081340	GO:0003677	DNA binding	MF
Solyc08g081340	GO:0005524	ATP binding	MF
Solyc08g081340	GO:0016787	hydrolase activity	MF
Solyc08g081350	GO:0005515	protein binding	MF
Solyc08g081400	GO:0003677	DNA binding	MF
Solyc08g081400	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g081410	GO:0000139	Golgi membrane	CC
Solyc08g081410	GO:0005737	cytoplasm	CC
Solyc08g081410	GO:0006886	intracellular protein transport	BP
Solyc08g081410	GO:0048280	vesicle fusion with Golgi apparatus	BP
Solyc08g081430	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	CC
Solyc08g081430	GO:0030150	protein import into mitochondrial matrix	BP
Solyc08g081480	GO:0004650	polygalacturonase activity	MF
Solyc08g081480	GO:0005975	carbohydrate metabolic process	BP
Solyc08g081490	GO:0004672	protein kinase activity	MF
Solyc08g081490	GO:0005524	ATP binding	MF
Solyc08g081490	GO:0006468	protein phosphorylation	BP
Solyc08g081505	GO:0008270	zinc ion binding	MF
Solyc08g081530	GO:0016491	oxidoreductase activity	MF
Solyc08g081530	GO:0055114	oxidoreductase process	MF
Solyc08g081535	GO:0009058	biosynthetic process	BP
Solyc08g081535	GO:0030170	pyridoxal phosphate binding	MF
Solyc08g081550	GO:0009058	biosynthetic process	BP
Solyc08g081550	GO:0030170	pyridoxal phosphate binding	MF
Solyc08g081570	GO:0008685	"2-C-methyl-D-erythritol 2	4-cyclodiphosphate synthase activity"	MF
Solyc08g081570	GO:0016114	terpenoid biosynthetic process	BP
Solyc08g081580	GO:0003676	nucleic acid binding	MF
Solyc08g081590	GO:0003677	DNA binding	MF
Solyc08g081590	GO:0003824	catalytic activity	MF
Solyc08g081590	GO:0005524	ATP binding	MF
Solyc08g081590	GO:0005694	chromosome	CC
Solyc08g081590	GO:0006259	DNA metabolic process	BP
Solyc08g081610	GO:0003700	DNA-binding transcription factor activity	MF
Solyc08g081610	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g081610	GO:0043565	sequence-specific DNA binding	MF
Solyc08g081630	GO:0003700	DNA-binding transcription factor activity	MF
Solyc08g081630	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g081630	GO:0043565	sequence-specific DNA binding	MF
Solyc08g081640	GO:0005515	protein binding	MF
Solyc08g081650	GO:0003700	DNA-binding transcription factor activity	MF
Solyc08g081650	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g081670	GO:0003700	DNA-binding transcription factor activity	MF
Solyc08g081670	GO:0006355	regulation of DNA-templated transcription	BP
Solyc08g081690	GO:0016491	oxidoreductase activity	MF
Solyc08g081690	GO:0055114	oxidoreductase process	MF
Solyc08g081720	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc08g081720	GO:0005975	carbohydrate metabolic process	BP
Solyc08g081740	GO:0005524	ATP binding	MF
Solyc08g081750	GO:0016020	membrane	CC
Solyc08g081810	GO:0006812	monoatomic cation transport	BP
Solyc08g081810	GO:0015299	GO:0015299	MF
Solyc08g081810	GO:0016021	integral component of membrane	CC
Solyc08g081810	GO:0055085	transmembrane transport	BP
Solyc08g081820	GO:0006812	monoatomic cation transport	BP
Solyc08g081820	GO:0015299	GO:0015299	MF
Solyc08g081820	GO:0016021	integral component of membrane	CC
Solyc08g081820	GO:0055085	transmembrane transport	BP
Solyc08g081890	GO:0005524	ATP binding	MF
Solyc08g081890	GO:0016887	ATP hydrolysis activity	MF
Solyc08g081900	GO:0003924	GTPase activity	MF
Solyc08g081900	GO:0005525	GTP binding	MF
Solyc08g081910	GO:0015991	GO:0015991	
Solyc08g081910	GO:0033178	"proton-transporting two-sector ATPase complex	 catalytic domain"	CC
Solyc08g081910	GO:0046961	"proton-transporting ATPase activity	 rotational mechanism"	MF
Solyc08g081920	GO:0006486	protein glycosylation	BP
Solyc08g081920	GO:0008378	galactosyltransferase activity	MF
Solyc08g081920	GO:0016020	membrane	CC
Solyc08g081930	GO:0005975	carbohydrate metabolic process	BP
Solyc08g081930	GO:0016853	isomerase activity	MF
Solyc08g081940	GO:0004672	protein kinase activity	MF
Solyc08g081940	GO:0005524	ATP binding	MF
Solyc08g081940	GO:0006468	protein phosphorylation	BP
